id|division|venue|dt|home_team|away_team|courts|home_authorised|away_authorised|home_captain|away_captain|played|home_rubbers|away_rubbers|drawn_rubbers|home_games|away_games|home_points|away_points|home_attendence|away_attendence|home_PTS|away_PTS|status|confirmed|key|submitted_by|submitted_dt|confirmed_by|confirmed_dt|
187|10|3|03.03.2011 19:30:00|46|47|2|||||46|5|4|0|11|11|410|378|6|6|3|1|0|||10|||
188|10|3|14.04.2011 19:30:00|46|48|2|||||0|0|0|0|0|0|0|0|0|0|0|0|0|||10|||
189|10|3|18.11.2010 19:45:00|44|46|2|||||44|6|3|0|14|9|432|382|6|6|3|1|0|||2|||
190|8|7|18.01.2011 20:00:00|36|39|2|||||39|2|3|3|7|9|290|291|4|4|1|3|0|||4|||
191|10|9|28.04.2011 20:00:00|47|46|2|||||47|8|1|0|17|6|443|298|6|4|3|0|0|||11|||
192|8|6|02.02.2011 20:00:00|37|39|2|||||37|6|1|1|13|3|317|246|4|4|3|1|0|||9|||
193|6|7|12.10.2010 20:00:00|30|29|2|||||30|3|1|4|10|6|306|299|4|4|3|1|0|||4|||
194|10|9|06.12.2010 19:00:00|45|47|2|||||47|2|7|0|6|14|315|392|6|6|1|3|0|||8|||
195|10|9|24.01.2011 19:00:00|45|44|2|||||44|0|9|0|3|18|309|427|6|6|1|3|0|||8|||
196|10|9|21.03.2011 19:00:00|45|48|2|||||0|0|0|0|0|0|0|0|0|0|0|0|0|||8|||
197|10|3|28.10.2010 19:45:00|44|45|2|||||44|7|2|0|16|5|412|337|6|6|3|1|0|||2|||
198|10|2|14.12.2010 19:30:00|48|45|2|||||48|9|0|0|18|3|431|322|6|6|3|1|0|||13|||
199|10|9|07.04.2011 20:00:00|47|45|2|||||47|7|2|0|16|5|424|319|6|6|3|1|0|||11|||
200|9|6|29.09.2010 20:00:00|42|40|2|||||0|0|0|0|0|0|0|0|0|0|0|0|1|||9|||
201|9|8|06.03.2011 10:00:00|40|42|2|||||42|4|5|0|10|11|381|364|6|6|1|3|0|||1|||
202|9|2|26.04.2011 19:30:00|43|40|2|||||43|8|1|0|17|5|445|376|6|6|3|1|0|||13|||
203|6|11|28.01.2011 19:30:00|29|31|2|||||31|0|6|2|2|14|236|329|4|4|1|3|0|||6|||
204|6|2|09.11.2010 19:30:00|31|30|2|||||31|8|0|0|16|0|336|162|4|4|3|1|0|||13|||
205|6|7|22.02.2011 20:00:00|30|31|2|||||31|0|7|1|1|15|192|333|4|4|1|3|0|||4|||
206|6|2|08.03.2011 19:30:00|31|29|2|||||-1|2|2|4|8|8|267|284|4|4|2|2|0|||13|||
207|9|8|06.02.2011 10:00:00|40|43|2|||||43|3|6|0|9|14|407|456|6|6|1|3|0|||1|||
208|9|6|24.11.2010 20:00:00|42|43|2|||||43|4|5|0|11|11|363|416|6|6|1|3|0|||9|||
209|9|2|12.04.2011 19:30:00|43|42|2|||||43|8|1|0|17|6|470|381|6|6|3|1|0|||13|||
210|10|2|28.09.2010 19:30:00|48|46|2|||||0|0|0|0|0|0|0|0|0|0|0|0|1|||13|||
212|10|9|10.02.2011 20:00:00|47|48|2|||||48|4|5|0|8|10|324|344|6|6|1|3|0|||11|||
213|10|2|29.03.2011 19:30:00|48|47|2|||||48|8|1|0|16|4|414|318|6|6|3|1|0|||13|||
214|10|3|02.12.2010 19:45:00|44|48|2|||||44|6|3|0|13|8|408|349|6|6|3|1|0|||2|||
215|10|2|05.04.2011 19:30:00|48|44|2|||||44|2|7|0|6|15|355|424|6|6|1|3|0|||13|||
216|8|7|16.11.2010 20:00:00|36|37|2|||||36|3|1|4|10|6|310|268|4|4|3|1|0|||4|||
217|10|9|13.01.2011 20:00:00|47|44|2|||||44|3|6|0|8|13|335|402|6|6|1|3|0|||11|||
218|10|3|17.03.2011 19:45:00|44|47|2|||||44|7|2|0|15|5|404|292|6|6|3|1|0|||2|||
219|6|11|14.01.2011 20:00:00|29|30|2|||||29|7|0|1|15|1|331|202|4|4|3|1|0|||6|||
220|8|6|16.02.2011 20:00:00|37|36|2|||||37|3|2|3|9|7|297|283|4|4|3|1|0|||9|||
221|14|8|11.03.2012 10:00:00|63|57|2|||||63|6|3|0|13|10|440|437|6|6|3|1|0|||1|||
222|14|8|01.04.2012 10:00:00|63|62|2|||||63|8|1|0|16|6|431|370|6|6|3|1|0|||1|||
223|14|8|19.02.2012 10:00:00|63|65|2|||||65|4|5|0|8|12|354|384|6|6|1|3|0|||1|||
224|14|8|15.04.2012 10:00:00|63|50|2|||||63|9|0|0|18|2|416|249|6|6|3|1|0|||1|||
225|14|4|05.03.2012 20:00:00|50|63|2|||||63|1|8|0|4|17|326|424|6|6|1|3|0|||7|||
226|14|2|24.01.2012 19:30:00|57|63|2|||||63|2|7|0|7|16|397|454|6|6|1|3|0|||13|||
227|14|3|22.03.2012 19:45:00|65|63|2|||||63|3|6|0|9|14|413|429|6|6|1|3|0|||2|||
228|14|6|14.03.2012 20:00:00|62|63|2|||||63|4|5|0|9|11|364|364|6|6|1|3|0|||9|||
229|12|4|26.09.2011 20:00:00|49|52|2|||||49|5|1|2|12|4|319|260|4|4|3|1|0|||7|||
230|12|2|11.10.2011 19:30:00|55|49|2|||||55|3|1|4|10|6|321|284|4|4|3|1|0|||13|||
231|12|4|12.12.2011 20:00:00|49|51|2|||||49|4|2|2|10|6|294|283|4|4|3|1|0|||7|||
232|12|4|30.01.2012 20:00:00|49|55|2|||||-1|3|3|2|8|8|302|301|4|4|2|2|0|||7|||
233|14|4|31.10.2011 20:00:00|50|65|2|||||65|4|5|0|8|11|331|351|6|6|1|3|0|||7|||
234|14|2|17.04.2012 19:30:00|57|50|2|||||57|5|4|0|12|11|440|414|6|6|3|1|0|||13|||
235|14|4|13.02.2012 20:00:00|50|57|2|||||57|2|7|0|5|14|308|369|6|6|1|3|0|||7|||
236|14|4|22.03.2012 20:00:00|50|62|2|||||62|4|5|0|10|11|410|408|6|6|1|3|0|||7|||
237|14|6|18.01.2012 20:00:00|62|50|2|||||62|8|1|0|16|7|465|386|6|6|3|1|0|||9|||
238|12|9|14.11.2011 19:00:00|51|49|2|||||51|5|0|3|13|3|327|255|4|4|3|1|0|||8|||
239|12|3|15.03.2012 19:30:00|52|49|2|||||0|0|0|0|0|0|0|0|0|0|0|0|0|||10|||
240|14|3|12.04.2012 19:45:00|65|50|2|||||65|6|3|0|13|7|390|354|6|6|3|1|0|||2|||
241|13|6|19.10.2011 20:00:00|61|59|2|||||61|4|3|1|9|7|286|291|4|4|3|1|0|||9|||
242|12|9|31.10.2011 19:00:00|51|55|2|||||-1|2|2|4|8|8|288|268|4|4|2|2|0|||8|||
244|12|9|21.11.2011 19:00:00|51|52|2|||||51|4|2|2|10|6|297|225|4|4|3|1|0|||8|||
245|12|2|17.01.2012 19:30:00|55|51|2|||||55|4|2|2|10|6|297|275|4|4|3|1|0|||13|||
246|12|3|26.01.2012 19:30:00|52|51|2|||||0|0|0|0|0|0|0|0|0|0|0|0|0|||10|||
248|13|3|13.10.2011 19:30:00|53|56|2|||||56|0|8|0|0|16|236|337|4|4|1|3|0|||10|||
249|13|2|04.10.2011 19:30:00|56|61|2|||||-1|3|3|2|8|8|301|290|4|4|2|2|0|||13|||
250|13|2|18.10.2011 19:30:00|56|59|2|||||59|2|3|3|7|9|288|307|4|4|1|3|0|||13|||
251|15|7|20.10.2011 20:00:00|60|54|2|||||54|3|6|0|6|12|298|352|6|6|1|3|0|||4|||
252|15|3|20.10.2011 20:00:00|54|58|2|||||58|3|6|0|7|13|320|385|6|6|1|3|0|||10|||
253|14|2|25.10.2011 20:00:00|57|62|2|||||57|5|4|0|13|12|470|459|6|6|3|1|0|||13|||
254|13|7|15.11.2011 20:00:00|59|53|2|||||59|7|1|0|14|2|330|226|4|4|3|1|0|||4|||
